"Deze politiemedewerker staakt vandaag: ‘Voor mij is het ook genoeg, mijn grens is bereikt’",163,22.079
Verhaal over ‘boze boeren’ bij huis Kamerlid zakt als een plumpudding in elkaar,112,20.084
Kijk: Gideon van Meijeren zet justitieminister in 6 minuten volledig klem,86,14.847
Zo reageert Nederland op de benoeming van Remkes als boerenbemiddelaar: ‘Sluwe uitlokking van opstand’,165,13.062
"Burgerrechtenactivist trekt aan alarmbel: sterftegolf na vaccinatie, dit is een bloedbad",104,16.402
Great Reset: Rockefeller Foundation publiceerde in 2020 plan om ‘voedselsysteem te transformeren’,88,13.420
"Schokkend rapport: 2,5 miljoen mensen behandeld voor bijwerkingen van de vaccins",64,13.301
Oekraïense oorlogsmisdaden aan het licht gebracht: burgers beroofd en geëxecuteerd,79,12.803
Dit gebeurde er echt tijdens de boerenprotesten: ‘Ze hoorden niet bij ons’,132,21.388
Gideon van Meijeren: sterke aanwijzingen dat er gefraudeerd is bij de verkiezingen,157,21.973
"Neuroloog pakt Jesse Klaver aan: ‘Dit vuige, misselijkmakende deugmannetje denkt nu FVD de maat te moeten nemen’",172,73.440
Geen plaats meer voor boeren: ‘WEF Food Hubs’ moeten totale controle over voedselvoorziening overnemen,180,24.275
"Bill Gates bezit inmiddels 100.000 hectare landbouwgrond, en hij heeft de smaak te pakken",110,12.166
Na de boeren zijn ook de vissers aan de beurt: ‘Ik zeg: gooi alle havens maar op slot’,207,13.698
"Arts Zev Zelenko overleden, enkele maanden na verontrustende videoboodschap",59,20.363
VNO-NCW en MKB-Nederland pleiten voor een coronatoegangsbewijs: ‘Schokkend dit’,208,18.608
"Rechter oordeelt dat 2 coronademonstraties onrechtmatig zijn beëindigd: ‘Zeldzaam vonnis, bom onder OM’",96,15.860
Hebben boze boeren CDA-Kamerlid Derk Boswijk thuis opgezocht of is hier sprake van een storm in een glas water?,123,11.236
PvdA-leider Kuiken pleit ervoor om protesterende boeren aan te merken als criminele groepering,294,11.517
"Van Meijeren: als deze misdadige plannen worden doorgezet, heb ik maar één boodschap: you ain’t seen nothing yet",203,20.641
VVD-motie over herinvoering CoronaMelder-app wekt verontwaardiging: ‘Krankzinnige zaken’,109,12.103
Kamervoorzitter Vera Bergkamp bedolven onder boze reacties na tweet over ‘bedreiging en intimidatie’,245,17.498
‘De komende 6 jaar zullen honderden miljoenen mensen sterven door de coronaprik’,106,22.277
Wybren van Haga eist opheldering over ambtsmisdrijven die ministers pleegden tijdens coronacrisis,92,11.746
Bergingsbedrijven weigeren trekkers weg te slepen: ‘Steeds meer mensen krijgen genoeg van de milieuterreur van D66’,158,19.297
Kabinet wil jou vanaf 2030 laten betalen voor elke kilometer: ‘VVD is pure slechtheid’,156,9.781
Kabinet weigert ook maar iets te zeggen over Bilderbergconferentie: ‘Controle is onmogelijk’,150,10.927
"RIVM-model dat Nederland in lockdown bracht, zat er maar liefst 2700% naast",72,13.796
Nieuw onderzoek laat zien dat coronavaccins een ramp zijn: 750.000 doden en 30 miljoen letselgevallen in VS,77,13.775
‘Het is zover. Het startsein is gegeven. De revolutie is in gang gezet’,245,30.743
‘Het is overduidelijk dat kabinet gezondheidsbeleid uit handen gaat geven aan WHO’,121,11.621
Zorgwekkend aantal baby’s komt op intensive care terecht: hoe kan dat?,58,11.873
Kuipers geeft kwetsbare 60-minners geen herhaalprik: ‘Dan ben ik aansprakelijk voor eventuele bijwerkingen’,149,22.263
"‘Wie strafbare feiten pleegt in de politiek, wordt gewoon minister van Volkshuisvesting’",93,10.659
Beelden van Romeo-actie bij boerenprotest Tweede Kamer leiden tot grote verontwaardiging,239,24.385
Donaties: mogen we weer op jouw ondersteuning rekenen?,12,5.663
Geert Vanden Bossche voorspelt totale chaos: ‘Dit kan het einde van de westerse beschaving betekenen’,249,36.564
Rutte oogst felle kritiek met uitspraken over boerenprotest: ‘Aftreden!’,185,15.956
Arts die alarmklok luidde over coronavaccins belandt op ic na vliegtuigcrash,100,17.428
‘Ontluisterend!’: Rol van vaccinaties in oversterfte ’totaal niet onderzocht’,48,8.739
"Kijk: Op1 nodigt boer uit, laat hem niet uitpraten en zegt dat hij onzin verkondigt",142,12.208
Kabinet laat er geen gras over groeien: ‘Onteigening is begonnen!’,258,17.532
Massale steun voor acties boeren: ‘Deze oorlog is ook onze oorlog!’,233,12.701
NOS wekt verontwaardiging met podcast over ‘rijzende ster’ Christianne van der Wal: ‘Links activistenbolwerk’,94,11.956
‘Er is een revolte aan het ontstaan binnen de VVD’,149,18.547
